Date,Cloud Provider,Service Name,Region,Department,Cost (USD),Usage Quantity
2025-01-10,Azure,CDN,Southeast Asia,Engineering,9.66,26.46
2025-01-10,Azure,Functions,Central India,QA,8.31,18.68
2025-01-10,Azure,Functions,Southeast Asia,QA,7.97,18.75
2025-01-10,Azure,SQL Database,East US,QA,31.43,110.22
2025-01-10,Azure,SQL Database,Central India,DevOps,45.94,168.38
2025-01-10,Azure,Virtual Machines,East US,DevOps,49.51,82.26
2025-01-10,Azure,Virtual Machines,West Europe,QA,52.83,189.63
2025-01-10,Azure,Virtual Machines,Central India,Data Science,44.05,132.85
2025-01-10,Azure,Virtual Machines,Southeast Asia,Marketing,49.21,99.99
2025-01-10,GCP,BigQuery,us-central1,QA,27.47,82.82
2025-01-10,GCP,BigQuery,europe-west1,DevOps,15.94,22.94
2025-01-10,GCP,Cloud CDN,us-central1,Finance,15.65,42.91
2025-01-10,GCP,Cloud Functions,us-central1,DevOps,6.71,16.04
2025-01-10,GCP,Cloud Functions,asia-south1,Finance,4.54,10.51
2025-01-10,GCP,Cloud Storage,us-central1,DevOps,8.01,30.88
2025-01-10,GCP,Cloud Storage,europe-west1,DevOps,6.16,23.18
2025-01-10,GCP,Cloud Storage,asia-south1,DevOps,11.16,21.49
2025-01-10,GCP,Compute Engine,us-central1,Finance,38.32,78.94
2025-01-10,GCP,Compute Engine,europe-west1,Finance,58.68,119.97
2025-01-10,GCP,Compute Engine,asia-south1,Marketing,65.36,150.53
2025-01-11,AWS,CloudFront,eu-west-1,QA,11.0,40.58
2025-01-11,AWS,EBS,us-west-2,Engineering,11.83,23.38
2025-01-11,AWS,EBS,eu-west-1,Engineering,14.42,31.29
2025-01-11,AWS,EBS,ap-south-1,Finance,8.81,33.84
2025-01-11,AWS,EC2,us-east-1,DevOps,45.33,131.08
2025-01-11,AWS,EC2,us-west-2,Marketing,41.8,106.83
2025-01-11,AWS,EC2,eu-west-1,Finance,35.9,93.04
2025-01-11,AWS,Lambda,us-west-2,DevOps,3.45,6.25
2025-01-11,AWS,Lambda,eu-west-1,QA,4.56,11.05
2025-01-11,AWS,Lambda,ap-south-1,Marketing,4.96,8.28
2025-01-11,AWS,RDS,us-east-1,Engineering,34.72,98.24
2025-01-11,AWS,RDS,us-west-2,Finance,37.45,125.88
2025-01-11,AWS,RDS,eu-west-1,QA,39.43,135.06
2025-01-11,AWS,RDS,ap-south-1,Engineering,44.97,64.4
2025-01-11,AWS,S3,us-east-1,DevOps,8.48,18.74
2025-01-11,AWS,S3,us-west-2,Marketing,8.04,23.98
2025-01-11,AWS,S3,eu-west-1,Engineering,6.95,25.1
2025-01-11,AWS,S3,ap-south-1,QA,10.23,26.07
2025-01-11,Azure,Blob Storage,East US,DevOps,12.3,48.1
2025-01-11,Azure,Blob Storage,West Europe,Engineering,11.4,27.67
2025-01-11,Azure,Blob Storage,Southeast Asia,Engineering,13.93,50.4
2025-01-11,Azure,CDN,East US,Data Science,11.91,24.33
2025-01-11,Azure,CDN,Southeast Asia,Engineering,8.97,24.82
2025-01-11,Azure,Functions,Central India,QA,7.89,20.81
2025-01-11,Azure,Functions,Southeast Asia,QA,7.4,19.49
2025-01-11,Azure,SQL Database,East US,QA,30.16,97.44
2025-01-11,Azure,SQL Database,Central India,DevOps,48.21,180.43
2025-01-11,Azure,Virtual Machines,East US,DevOps,51.41,82.39
2025-01-11,Azure,Virtual Machines,West Europe,QA,54.23,179.79
2025-01-11,Azure,Virtual Machines,Central India,Data Science,36.49,125.42
2025-01-11,Azure,Virtual Machines,Southeast Asia,Marketing,40.65,77.48
2025-01-11,GCP,BigQuery,us-central1,QA,27.94,83.22
2025-01-11,GCP,BigQuery,europe-west1,DevOps,15.94,23.11
2025-01-11,GCP,Cloud CDN,us-central1,Finance,15.98,47.13
2025-01-11,GCP,Cloud Functions,us-central1,DevOps,7.46,17.99
2025-01-11,GCP,Cloud Functions,asia-south1,Finance,4.41,10.72
2025-01-11,GCP,Cloud Storage,us-central1,DevOps,9.0,35.79
2025-01-11,GCP,Cloud Storage,europe-west1,DevOps,6.66,27.08
2025-01-11,GCP,Cloud Storage,asia-south1,DevOps,12.07,21.81
2025-01-11,GCP,Compute Engine,us-central1,Finance,35.59,80.64
2025-01-11,GCP,Compute Engine,europe-west1,Finance,61.74,137.39
2025-01-11,GCP,Compute Engine,asia-south1,Marketing,109.71,155.58
2025-01-12,AWS,CloudFront,eu-west-1,QA,13.25,50.5
2025-01-12,AWS,EBS,us-west-2,Engineering,10.6,21.91
2025-01-12,AWS,EBS,eu-west-1,Engineering,15.81,33.61
2025-01-12,AWS,EBS,ap-south-1,Finance,9.35,39.13
2025-01-12,AWS,EC2,us-east-1,DevOps,45.92,142.62
2025-01-12,AWS,EC2,us-west-2,Marketing,42.54,119.78
2025-01-12,AWS,EC2,eu-west-1,Finance,37.3,90.14
2025-01-12,AWS,Lambda,us-west-2,DevOps,3.98,6.66
2025-01-12,AWS,Lambda,eu-west-1,QA,4.53,12.52
2025-01-12,AWS,Lambda,ap-south-1,Marketing,4.94,7.54
2025-01-12,AWS,RDS,us-east-1,Engineering,26.23,75.45
2025-01-12,AWS,RDS,us-west-2,Finance,32.88,129.08
2025-01-12,AWS,RDS,eu-west-1,QA,44.86,144.24
2025-01-12,AWS,RDS,ap-south-1,Engineering,43.37,65.3
2025-01-12,AWS,S3,us-east-1,DevOps,7.86,17.02
2025-01-12,AWS,S3,us-west-2,Marketing,8.21,28.27
2025-01-12,AWS,S3,eu-west-1,Engineering,6.41,24.73
2025-01-12,AWS,S3,ap-south-1,QA,11.44,29.37
2025-01-12,Azure,Blob Storage,East US,DevOps,11.4,37.35
2025-01-12,Azure,Blob Storage,West Europe,Engineering,9.01,24.75
2025-01-12,Azure,Blob Storage,Southeast Asia,Engineering,12.39,47.92
2025-01-12,Azure,CDN,East US,Data Science,11.08,25.17
2025-01-12,Azure,CDN,Southeast Asia,Engineering,11.49,27.04
2025-01-12,Azure,Functions,Central India,QA,8.07,20.27
2025-01-12,Azure,Functions,Southeast Asia,QA,7.56,18.97
2025-01-12,Azure,SQL Database,East US,QA,31.04,109.42
2025-01-12,Azure,SQL Database,Central India,DevOps,50.03,173.75
2025-01-12,Azure,Virtual Machines,East US,DevOps,43.81,71.96
2025-01-12,Azure,Virtual Machines,West Europe,QA,54.68,188.11
2025-01-12,Azure,Virtual Machines,Central India,Data Science,40.38,122.46
2025-01-12,Azure,Virtual Machines,Southeast Asia,Marketing,40.56,80.27
2025-01-12,GCP,BigQuery,us-central1,QA,25.57,75.08
2025-01-12,GCP,BigQuery,europe-west1,DevOps,17.11,25.92
2025-01-12,GCP,Cloud CDN,us-central1,Finance,12.65,34.9
2025-01-12,GCP,Cloud Functions,us-central1,DevOps,7.26,18.48
2025-01-12,GCP,Cloud Functions,asia-south1,Finance,4.81,11.4
2025-01-12,GCP,Cloud Storage,us-central1,DevOps,9.75,34.43
2025-01-12,GCP,Cloud Storage,europe-west1,DevOps,6.12,22.87
2025-01-12,GCP,Cloud Storage,asia-south1,DevOps,12.32,22.02
2025-01-12,GCP,Compute Engine,us-central1,Finance,40.0,89.76
2025-01-12,GCP,Compute Engine,europe-west1,Finance,58.76,120.26
2025-01-12,GCP,Compute Engine,asia-south1,Marketing,76.89,177.16
2025-01-13,AWS,CloudFront,eu-west-1,QA,12.21,39.09
2025-01-13,AWS,EBS,us-west-2,Engineering,11.83,21.79
2025-01-13,AWS,EBS,eu-west-1,Engineering,16.88,32.19
2025-01-13,AWS,EBS,ap-south-1,Finance,8.38,33.24
2025-01-13,AWS,EC2,us-east-1,DevOps,33.15,106.37
2025-01-13,AWS,EC2,us-west-2,Marketing,43.44,122.1
2025-01-13,AWS,EC2,eu-west-1,Finance,31.21,76.25
2025-01-13,AWS,Lambda,us-west-2,DevOps,3.9,6.81
2025-01-13,AWS,Lambda,eu-west-1,QA,4.35,11.43
2025-01-13,AWS,Lambda,ap-south-1,Marketing,5.44,9.26
2025-01-13,AWS,RDS,us-east-1,Engineering,37.09,107.69
2025-01-13,AWS,RDS,us-west-2,Finance,31.72,129.95
2025-01-13,AWS,RDS,eu-west-1,QA,36.84,113.68
2025-01-13,AWS,RDS,ap-south-1,Engineering,48.17,71.89
2025-01-13,AWS,S3,us-east-1,DevOps,7.31,15.37
2025-01-13,AWS,S3,us-west-2,Marketing,8.79,31.11
2025-01-13,AWS,S3,eu-west-1,Engineering,5.77,22.83
2025-01-13,AWS,S3,ap-south-1,QA,10.49,22.89
2025-01-13,Azure,Blob Storage,East US,DevOps,13.28,48.7
2025-01-13,Azure,Blob Storage,West Europe,Engineering,9.48,24.49
2025-01-13,Azure,Blob Storage,Southeast Asia,Engineering,13.89,53.63
2025-01-13,Azure,CDN,East US,Data Science,10.46,25.01
2025-01-13,Azure,CDN,Southeast Asia,Engineering,9.46,22.43
2025-01-13,Azure,Functions,Central India,QA,8.14,21.6
2025-01-13,Azure,Functions,Southeast Asia,QA,7.48,18.77
2025-01-13,Azure,SQL Database,East US,QA,31.39,103.58
2025-01-13,Azure,SQL Database,Central India,DevOps,44.58,163.41
2025-01-13,Azure,Virtual Machines,East US,DevOps,47.6,73.92
2025-01-13,Azure,Virtual Machines,West Europe,QA,53.8,166.03
2025-01-13,Azure,Virtual Machines,Central India,Data Science,34.59,113.84
2025-01-13,Azure,Virtual Machines,Southeast Asia,Marketing,43.24,85.15
2025-01-13,GCP,BigQuery,us-central1,QA,24.71,81.88
2025-01-13,GCP,BigQuery,europe-west1,DevOps,15.59,22.93
2025-01-13,GCP,Cloud CDN,us-central1,Finance,14.77,36.84
2025-01-13,GCP,Cloud Functions,us-central1,DevOps,7.66,17.71
2025-01-13,GCP,Cloud Functions,asia-south1,Finance,4.04,10.42
2025-01-13,GCP,Cloud Storage,us-central1,DevOps,8.37,30.35
2025-01-13,GCP,Cloud Storage,europe-west1,DevOps,5.46,18.81
2025-01-13,GCP,Cloud Storage,asia-south1,DevOps,12.86,27.59
2025-01-13,GCP,Compute Engine,us-central1,Finance,38.17,86.45
2025-01-13,GCP,Compute Engine,europe-west1,Finance,65.93,132.57
2025-01-13,GCP,Compute Engine,asia-south1,Marketing,71.04,178.61
2025-01-14,AWS,CloudFront,eu-west-1,QA,13.1,46.1
2025-01-14,AWS,EBS,us-west-2,Engineering,10.44,21.53
2025-01-14,AWS,EBS,eu-west-1,Engineering,13.22,25.14
2025-01-14,AWS,EBS,ap-south-1,Finance,7.58,27.22
2025-01-14,AWS,EC2,us-east-1,DevOps,43.48,128.77
2025-01-14,AWS,EC2,us-west-2,Marketing,38.89,108.04
2025-01-14,AWS,EC2,eu-west-1,Finance,32.36,79.72
2025-01-14,AWS,Lambda,us-west-2,DevOps,3.61,5.52
2025-01-14,AWS,Lambda,eu-west-1,QA,4.61,11.39
2025-01-14,AWS,Lambda,ap-south-1,Marketing,5.15,7.39
2025-01-14,AWS,RDS,us-east-1,Engineering,28.79,84.66
2025-01-14,AWS,RDS,us-west-2,Finance,35.07,139.07
2025-01-14,AWS,RDS,eu-west-1,QA,36.63,123.78
2025-01-14,AWS,RDS,ap-south-1,Engineering,39.87,57.86
2025-01-14,AWS,S3,us-east-1,DevOps,8.14,16.59
2025-01-14,AWS,S3,us-west-2,Marketing,8.16,25.37
2025-01-14,AWS,S3,eu-west-1,Engineering,6.36,26.23
2025-01-14,AWS,S3,ap-south-1,QA,12.15,26.63
2025-01-14,Azure,Blob Storage,East US,DevOps,13.79,51.39
2025-01-14,Azure,Blob Storage,West Europe,Engineering,10.45,25.71
2025-01-14,Azure,Blob Storage,Southeast Asia,Engineering,13.71,48.7
2025-01-14,Azure,CDN,East US,Data Science,11.69,24.61
2025-01-14,Azure,CDN,Southeast Asia,Engineering,9.25,25.07
2025-01-14,Azure,Functions,Central India,QA,7.04,17.42
2025-01-14,Azure,Functions,Southeast Asia,QA,7.56,19.4
2025-01-14,Azure,SQL Database,East US,QA,31.33,102.25
2025-01-14,Azure,SQL Database,Central India,DevOps,51.99,169.17
2025-01-14,Azure,Virtual Machines,East US,DevOps,44.81,67.63
2025-01-14,Azure,Virtual Machines,West Europe,QA,48.18,152.28
2025-01-14,Azure,Virtual Machines,Central India,Data Science,37.95,109.97
2025-01-14,Azure,Virtual Machines,Southeast Asia,Marketing,47.26,84.28
2025-01-14,GCP,BigQuery,us-central1,QA,26.74,79.18
2025-01-14,GCP,BigQuery,europe-west1,DevOps,17.83,29.36
2025-01-14,GCP,Cloud CDN,us-central1,Finance,14.6,40.87
2025-01-14,GCP,Cloud Functions,us-central1,DevOps,7.39,19.55
2025-01-14,GCP,Cloud Functions,asia-south1,Finance,4.74,11.34
2025-01-14,GCP,Cloud Storage,us-central1,DevOps,9.42,33.74
2025-01-14,GCP,Cloud Storage,europe-west1,DevOps,6.29,22.28
2025-01-14,GCP,Cloud Storage,asia-south1,DevOps,13.51,27.2
2025-01-14,GCP,Compute Engine,us-central1,Finance,38.74,88.94
2025-01-14,GCP,Compute Engine,europe-west1,Finance,60.13,124.23
2025-01-14,GCP,Compute Engine,asia-south1,Marketing,144.21,174.3
2025-01-15,AWS,CloudFront,eu-west-1,QA,13.14,44.2
2025-01-15,AWS,EBS,us-west-2,Engineering,11.61,22.19
2025-01-15,AWS,EBS,eu-west-1,Engineering,16.08,29.3
2025-01-15,AWS,EBS,ap-south-1,Finance,9.3,34.8
2025-01-15,AWS,EC2,us-east-1,DevOps,40.92,115.59
2025-01-15,AWS,EC2,us-west-2,Marketing,36.2,100.28
2025-01-15,AWS,EC2,eu-west-1,Finance,34.38,89.98
2025-01-15,AWS,Lambda,us-west-2,DevOps,4.16,7.03
2025-01-15,AWS,Lambda,eu-west-1,QA,4.19,11.0
2025-01-15,AWS,Lambda,ap-south-1,Marketing,6.28,10.35
2025-01-15,AWS,RDS,us-east-1,Engineering,29.14,91.69
2025-01-15,AWS,RDS,us-west-2,Finance,33.42,123.81
2025-01-15,AWS,RDS,eu-west-1,QA,43.15,134.09
2025-01-15,AWS,RDS,ap-south-1,Engineering,44.38,62.83
2025-01-15,AWS,S3,us-east-1,DevOps,8.23,18.5
2025-01-15,AWS,S3,us-west-2,Marketing,9.6,29.46
2025-01-15,AWS,S3,eu-west-1,Engineering,6.28,25.59
2025-01-15,AWS,S3,ap-south-1,QA,12.37,29.64
2025-01-15,Azure,Blob Storage,East US,DevOps,13.04,45.51
2025-01-15,Azure,Blob Storage,West Europe,Engineering,10.19,27.19
2025-01-15,Azure,Blob Storage,Southeast Asia,Engineering,13.78,46.97
2025-01-15,Azure,CDN,East US,Data Science,10.68,21.11
2025-01-15,Azure,CDN,Southeast Asia,Engineering,10.22,24.93
2025-01-15,Azure,Functions,Central India,QA,7.93,19.14
2025-01-15,Azure,Functions,Southeast Asia,QA,8.32,22.16
2025-01-15,Azure,SQL Database,East US,QA,32.24,110.49
2025-01-15,Azure,SQL Database,Central India,DevOps,46.97,164.6
2025-01-15,Azure,Virtual Machines,East US,DevOps,48.2,76.82
2025-01-15,Azure,Virtual Machines,West Europe,QA,46.14,155.9
2025-01-15,Azure,Virtual Machines,Central India,Data Science,34.54,107.05
2025-01-15,Azure,Virtual Machines,Southeast Asia,Marketing,46.58,83.98
2025-01-15,GCP,BigQuery,us-central1,QA,22.03,72.86
2025-01-15,GCP,BigQuery,europe-west1,DevOps,16.87,24.59
2025-01-15,GCP,Cloud CDN,us-central1,Finance,12.75,34.34
2025-01-15,GCP,Cloud Functions,us-central1,DevOps,7.46,19.31
2025-01-15,GCP,Cloud Functions,asia-south1,Finance,4.65,12.46
2025-01-15,GCP,Cloud Storage,us-central1,DevOps,9.73,38.04
2025-01-15,GCP,Cloud Storage,europe-west1,DevOps,5.89,21.9
2025-01-15,GCP,Cloud Storage,asia-south1,DevOps,12.07,23.42
2025-01-15,GCP,Compute Engine,us-central1,Finance,28.63,65.69
2025-01-15,GCP,Compute Engine,europe-west1,Finance,69.75,155.09
2025-01-15,GCP,Compute Engine,asia-south1,Marketing,85.65,207.65
2025-01-16,AWS,CloudFront,eu-west-1,QA,12.88,42.54
2025-01-16,AWS,EBS,us-west-2,Engineering,11.13,20.47
2025-01-16,AWS,EBS,eu-west-1,Engineering,16.24,34.57
2025-01-16,AWS,EBS,ap-south-1,Finance,8.27,30.5
2025-01-16,AWS,EC2,us-east-1,DevOps,41.48,110.38
2025-01-16,AWS,EC2,us-west-2,Marketing,39.75,100.0
2025-01-16,AWS,EC2,eu-west-1,Finance,35.78,83.31
2025-01-16,AWS,Lambda,us-west-2,DevOps,3.68,5.94
2025-01-16,AWS,Lambda,eu-west-1,QA,4.41,11.05
2025-01-16,AWS,Lambda,ap-south-1,Marketing,5.72,8.16
2025-01-16,AWS,RDS,us-east-1,Engineering,69.94,98.53
2025-01-16,AWS,RDS,us-west-2,Finance,39.67,160.08
2025-01-16,AWS,RDS,eu-west-1,QA,32.02,92.06
2025-01-16,AWS,RDS,ap-south-1,Engineering,44.36,70.74
2025-01-16,AWS,S3,us-east-1,DevOps,8.31,16.76
2025-01-16,AWS,S3,us-west-2,Marketing,7.41,22.27
2025-01-16,AWS,S3,eu-west-1,Engineering,5.82,22.12
2025-01-16,AWS,S3,ap-south-1,QA,10.95,27.97
2025-01-16,Azure,Blob Storage,East US,DevOps,13.31,46.19
2025-01-16,Azure,Blob Storage,West Europe,Engineering,10.85,26.27
2025-01-16,Azure,Blob Storage,Southeast Asia,Engineering,13.72,46.57
2025-01-16,Azure,CDN,East US,Data Science,12.01,27.52
2025-01-16,Azure,CDN,Southeast Asia,Engineering,9.69,24.83
2025-01-16,Azure,Functions,Central India,QA,8.24,21.21
2025-01-16,Azure,Functions,Southeast Asia,QA,8.43,19.79
2025-01-16,Azure,SQL Database,East US,QA,36.32,112.41
2025-01-16,Azure,SQL Database,Central India,DevOps,52.11,185.83
2025-01-16,Azure,Virtual Machines,East US,DevOps,51.47,79.24
2025-01-16,Azure,Virtual Machines,West Europe,QA,59.53,190.58
2025-01-16,Azure,Virtual Machines,Central India,Data Science,36.5,106.99
2025-01-16,Azure,Virtual Machines,Southeast Asia,Marketing,41.63,77.69
2025-01-16,GCP,BigQuery,us-central1,QA,27.55,86.12
2025-01-16,GCP,BigQuery,europe-west1,DevOps,15.41,24.32
2025-01-16,GCP,Cloud CDN,us-central1,Finance,13.02,35.99
2025-01-16,GCP,Cloud Functions,us-central1,DevOps,7.79,19.54
2025-01-16,GCP,Cloud Functions,asia-south1,Finance,4.65,12.87
2025-01-16,GCP,Cloud Storage,us-central1,DevOps,10.72,35.03
2025-01-16,GCP,Cloud Storage,europe-west1,DevOps,4.99,17.81
2025-01-16,GCP,Cloud Storage,asia-south1,DevOps,13.22,27.23
2025-01-16,GCP,Compute Engine,us-central1,Finance,40.64,90.83
2025-01-16,GCP,Compute Engine,europe-west1,Finance,58.87,127.24
2025-01-16,GCP,Compute Engine,asia-south1,Marketing,71.33,159.94
2025-01-17,AWS,CloudFront,eu-west-1,QA,12.73,44.55
2025-01-17,AWS,EBS,us-west-2,Engineering,11.52,23.73
2025-01-17,AWS,EBS,eu-west-1,Engineering,16.83,32.45
2025-01-17,AWS,EBS,ap-south-1,Finance,8.0,29.56
2025-01-17,AWS,EC2,us-east-1,DevOps,37.3,118.5
2025-01-17,AWS,EC2,us-west-2,Marketing,42.41,101.72
2025-01-17,AWS,EC2,eu-west-1,Finance,34.05,89.84
2025-01-17,AWS,Lambda,us-west-2,DevOps,4.28,6.88
2025-01-17,AWS,Lambda,eu-west-1,QA,3.99,10.48
2025-01-17,AWS,Lambda,ap-south-1,Marketing,6.2,9.14
2025-01-17,AWS,RDS,us-east-1,Engineering,31.91,103.2
2025-01-17,AWS,RDS,us-west-2,Finance,33.58,123.14
2025-01-17,AWS,RDS,eu-west-1,QA,42.76,144.31
2025-01-17,AWS,RDS,ap-south-1,Engineering,45.95,76.45
2025-01-17,AWS,S3,us-east-1,DevOps,7.4,16.38
2025-01-17,AWS,S3,us-west-2,Marketing,7.67,26.89
2025-01-17,AWS,S3,eu-west-1,Engineering,6.6,26.36
2025-01-17,AWS,S3,ap-south-1,QA,10.81,28.04
2025-01-17,Azure,Blob Storage,East US,DevOps,13.83,50.02
2025-01-17,Azure,Blob Storage,West Europe,Engineering,9.96,23.48
2025-01-17,Azure,Blob Storage,Southeast Asia,Engineering,15.02,48.89
2025-01-17,Azure,CDN,East US,Data Science,11.89,23.46
2025-01-17,Azure,CDN,Southeast Asia,Engineering,8.55,20.82
2025-01-17,Azure,Functions,Central India,QA,8.42,19.09
2025-01-17,Azure,Functions,Southeast Asia,QA,8.5,20.01
2025-01-17,Azure,SQL Database,East US,QA,39.09,135.76
2025-01-17,Azure,SQL Database,Central India,DevOps,46.97,162.75
2025-01-17,Azure,Virtual Machines,East US,DevOps,55.79,83.21
2025-01-17,Azure,Virtual Machines,West Europe,QA,55.67,184.87
2025-01-17,Azure,Virtual Machines,Central India,Data Science,46.68,137.02
2025-01-17,Azure,Virtual Machines,Southeast Asia,Marketing,47.8,80.98
2025-01-17,GCP,BigQuery,us-central1,QA,26.62,76.33
2025-01-17,GCP,BigQuery,europe-west1,DevOps,17.29,26.42
2025-01-17,GCP,Cloud CDN,us-central1,Finance,13.93,37.88
2025-01-17,GCP,Cloud Functions,us-central1,DevOps,7.96,18.2
2025-01-17,GCP,Cloud Functions,asia-south1,Finance,4.83,11.63
2025-01-17,GCP,Cloud Storage,us-central1,DevOps,10.01,37.39
2025-01-17,GCP,Cloud Storage,europe-west1,DevOps,6.3,23.25
2025-01-17,GCP,Cloud Storage,asia-south1,DevOps,12.53,22.52
2025-01-17,GCP,Compute Engine,us-central1,Finance,37.66,81.16
2025-01-17,GCP,Compute Engine,europe-west1,Finance,74.93,142.19
2025-01-17,GCP,Compute Engine,asia-south1,Marketing,61.88,138.28
2025-01-18,AWS,CloudFront,eu-west-1,QA,12.73,45.42
2025-01-18,AWS,EBS,us-west-2,Engineering,13.26,22.95
2025-01-18,AWS,EBS,eu-west-1,Engineering,12.04,24.18
2025-01-18,AWS,EBS,ap-south-1,Finance,8.1,32.49
2025-01-18,AWS,EC2,us-east-1,DevOps,47.6,151.09
2025-01-18,AWS,EC2,us-west-2,Marketing,36.62,94.0
2025-01-18,AWS,EC2,eu-west-1,Finance,37.43,93.55
2025-01-18,AWS,Lambda,us-west-2,DevOps,4.47,7.35
2025-01-18,AWS,Lambda,eu-west-1,QA,4.35,11.34
2025-01-18,AWS,Lambda,ap-south-1,Marketing,4.45,7.7
2025-01-18,AWS,RDS,us-east-1,Engineering,28.78,82.4
2025-01-18,AWS,RDS,us-west-2,Finance,31.87,119.62
2025-01-18,AWS,RDS,eu-west-1,QA,46.6,149.11
2025-01-18,AWS,RDS,ap-south-1,Engineering,51.22,81.93
2025-01-18,AWS,S3,us-east-1,DevOps,7.63,15.4
2025-01-18,AWS,S3,us-west-2,Marketing,8.74,27.69
2025-01-18,AWS,S3,eu-west-1,Engineering,6.46,24.78
2025-01-18,AWS,S3,ap-south-1,QA,11.33,24.39
2025-01-18,Azure,Blob Storage,East US,DevOps,12.34,41.92
2025-01-18,Azure,Blob Storage,West Europe,Engineering,9.26,23.54
2025-01-18,Azure,Blob Storage,Southeast Asia,Engineering,14.68,56.32
2025-01-18,Azure,CDN,East US,Data Science,11.3,26.57
2025-01-18,Azure,CDN,Southeast Asia,Engineering,9.06,22.03
2025-01-18,Azure,Functions,Central India,QA,7.56,17.96
2025-01-18,Azure,Functions,Southeast Asia,QA,8.71,20.26
2025-01-18,Azure,SQL Database,East US,QA,30.7,99.37
2025-01-18,Azure,SQL Database,Central India,DevOps,46.93,150.41
2025-01-18,Azure,Virtual Machines,East US,DevOps,47.92,80.8
2025-01-18,Azure,Virtual Machines,West Europe,QA,61.19,198.11
2025-01-18,Azure,Virtual Machines,Central India,Data Science,44.75,128.75
2025-01-18,Azure,Virtual Machines,Southeast Asia,Marketing,40.95,73.63
2025-01-18,GCP,BigQuery,us-central1,QA,29.57,86.51
2025-01-18,GCP,BigQuery,europe-west1,DevOps,16.45,27.02
2025-01-18,GCP,Cloud CDN,us-central1,Finance,15.14,41.66
2025-01-18,GCP,Cloud Functions,us-central1,DevOps,8.55,21.92
2025-01-18,GCP,Cloud Functions,asia-south1,Finance,4.76,13.16
2025-01-18,GCP,Cloud Storage,us-central1,DevOps,9.52,35.53
2025-01-18,GCP,Cloud Storage,europe-west1,DevOps,6.64,24.2
2025-01-18,GCP,Cloud Storage,asia-south1,DevOps,13.98,27.97
2025-01-18,GCP,Compute Engine,us-central1,Finance,42.67,91.59
2025-01-18,GCP,Compute Engine,europe-west1,Finance,74.86,161.35
2025-01-18,GCP,Compute Engine,asia-south1,Marketing,73.45,165.44
2025-01-19,AWS,CloudFront,eu-west-1,QA,12.49,39.37
2025-01-19,AWS,EBS,us-west-2,Engineering,10.33,17.87
2025-01-19,AWS,EBS,eu-west-1,Engineering,17.43,37.25
2025-01-19,AWS,EBS,ap-south-1,Finance,9.54,37.0
2025-01-19,AWS,EC2,us-east-1,DevOps,42.7,118.87
2025-01-19,AWS,EC2,us-west-2,Marketing,46.25,113.18
2025-01-19,AWS,EC2,eu-west-1,Finance,36.5,89.92
2025-01-19,AWS,Lambda,us-west-2,DevOps,4.34,6.57
2025-01-19,AWS,Lambda,eu-west-1,QA,4.73,13.22
2025-01-19,AWS,Lambda,ap-south-1,Marketing,6.27,9.6
2025-01-19,AWS,RDS,us-east-1,Engineering,29.22,92.19
2025-01-19,AWS,RDS,us-west-2,Finance,29.88,111.06
2025-01-19,AWS,RDS,eu-west-1,QA,38.96,119.55
2025-01-19,AWS,RDS,ap-south-1,Engineering,45.4,65.98
2025-01-19,AWS,S3,us-east-1,DevOps,7.67,16.76
2025-01-19,AWS,S3,us-west-2,Marketing,9.21,29.73
2025-01-19,AWS,S3,eu-west-1,Engineering,6.77,25.92
2025-01-19,AWS,S3,ap-south-1,QA,11.74,27.0
2025-01-19,Azure,Blob Storage,East US,DevOps,11.95,43.03
2025-01-19,Azure,Blob Storage,West Europe,Engineering,9.06,23.13
2025-01-19,Azure,Blob Storage,Southeast Asia,Engineering,14.85,50.81
2025-01-19,Azure,CDN,East US,Data Science,10.0,19.95
2025-01-19,Azure,CDN,Southeast Asia,Engineering,10.12,24.27
2025-01-19,Azure,Functions,Central India,QA,7.37,17.81
2025-01-19,Azure,Functions,Southeast Asia,QA,8.59,23.52
2025-01-19,Azure,SQL Database,East US,QA,38.02,115.51
2025-01-19,Azure,SQL Database,Central India,DevOps,50.25,182.61
2025-01-19,Azure,Virtual Machines,East US,DevOps,52.78,82.94
2025-01-19,Azure,Virtual Machines,West Europe,QA,55.42,189.23
2025-01-19,Azure,Virtual Machines,Central India,Data Science,44.51,137.34
2025-01-19,Azure,Virtual Machines,Southeast Asia,Marketing,42.46,79.16
2025-01-19,GCP,BigQuery,us-central1,QA,23.38,79.07
2025-01-19,GCP,BigQuery,europe-west1,DevOps,17.34,27.38
2025-01-19,GCP,Cloud CDN,us-central1,Finance,16.78,42.59
2025-01-19,GCP,Cloud Functions,us-central1,DevOps,7.62,17.02
2025-01-19,GCP,Cloud Functions,asia-south1,Finance,3.91,10.26
2025-01-19,GCP,Cloud Storage,us-central1,DevOps,9.87,34.92
2025-01-19,GCP,Cloud Storage,europe-west1,DevOps,7.01,25.48
2025-01-19,GCP,Cloud Storage,asia-south1,DevOps,35.66,24.21
2025-01-19,GCP,Compute Engine,us-central1,Finance,41.42,79.27
2025-01-19,GCP,Compute Engine,europe-west1,Finance,64.29,139.55
2025-01-19,GCP,Compute Engine,asia-south1,Marketing,68.53,161.53
2025-01-20,AWS,CloudFront,eu-west-1,QA,13.1,48.35
2025-01-20,AWS,EBS,us-west-2,Engineering,13.31,25.92
